enroll_id,enroll_date,course_category,course_name,learning_mode,customer_type,seats,price_per_seat,total_amount,lead_source,satisfaction,completed
ENR01082,2024-07-20,Excel,Excel Basic,Online Live,องค์กร,5,3500,15750,Facebook,4.9,สำเร็จ
ENR01014,2025-05-03,SQL,SQL Fundamentals,Onsite,องค์กร,1,4900,4900,Google Search,4.1,สำเร็จ
ENR01401,2024-01-30,Office,Word Professional,Onsite,องค์กร,3,2900,8700,องค์กรส่งมา,4.5,สำเร็จ
ENR00285,2024-03-14,Python,Machine Learning,E-Learning,องค์กร,5,7120,32040,Google Search,5,สำเร็จ
ENR00675,2025-06-19,Python,Python for Beginner,Online Live,บุคคลทั่วไป,1,5900,5900,LINE OA,4.9,สำเร็จ
ENR00187,2025-09-07,AI Tools,ChatGPT for Work,Online Live,บุคคลทั่วไป,3,3900,11700,Google Search,4.6,สำเร็จ
ENR00818,2025-11-21,Power BI,DAX Formula,Onsite,บุคคลทั่วไป,3,5900,17700,Google Search,3.5,ไม่สำเร็จ
ENR01231,2024-12-02,Office,Word Professional,Onsite,บุคคลทั่วไป,3,2900,8700,LINE OA,4.1,สำเร็จ
ENR01273,2025-03-21,Python,Python for Beginner,E-Learning,องค์กร,10,4720,42480,องค์กรส่งมา,4.5,สำเร็จ
ENR01252,2024-07-24,SQL,SQL Fundamentals,Onsite,บุคคลทั่วไป,1,4900,4900,TikTok,3.8,ไม่สำเร็จ
ENR01202,2024-05-24,Python,Python for Beginner,E-Learning,องค์กร,10,4720,42480,TikTok,4.9,สำเร็จ
ENR01203,2025-05-11,Python,Machine Learning,Online Live,บุคคลทั่วไป,2,8900,17800,Google Search,4.3,ไม่สำเร็จ
ENR00600,2025-04-28,SQL,SQL Fundamentals,E-Learning,บุคคลทั่วไป,1,3920,3920,Google Search,4.3,สำเร็จ
ENR00712,2025-03-07,Power BI,Power BI Desktop,E-Learning,บุคคลทั่วไป,1,4400,4400,LINE OA,4.4,สำเร็จ
ENR00728,2024-04-15,AI Tools,AI Automation,Online Live,องค์กร,1,5900,5900,องค์กรส่งมา,4.3,สำเร็จ
ENR00349,2024-05-07,Python,Python for Beginner,E-Learning,องค์กร,10,4720,42480,Facebook,4.7,สำเร็จ
ENR00567,2024-04-11,Excel,Excel Dashboard,Onsite,บุคคลทั่วไป,1,4900,4900,LINE OA,4.4,สำเร็จ
ENR00676,2025-05-27,AI Tools,AI Automation,Online Live,องค์กร,10,5900,53100,องค์กรส่งมา,4.3,สำเร็จ
ENR00159,2025-10-01,Excel,Excel Advanced,Onsite,บุคคลทั่วไป,1,4500,4500,เพื่อนแนะนำ,4.0,สำเร็จ
ENR00056,2025-03-15,Python,Python Data Analysis,Onsite,องค์กร,2,6900,13800,TikTok,4.4,สำเร็จ
ENR00488,2024-03-31,Power BI,Power BI Desktop,Onsite,องค์กร,10,5500,49500,องค์กรส่งมา,5,สำเร็จ
ENR00881,2025-10-21,Power BI,Power BI Desktop,Online Live,บุคคลทั่วไป,1,5500,5500,เพื่อนแนะนำ,4.4,สำเร็จ
ENR01213,2025-06-25,Python,Python for Beginner,Online Live,บุคคลทั่วไป,1,5900,5900,Google Search,3.9,สำเร็จ
ENR01294,2024-11-13,Excel,Excel Advanced,Onsite,บุคคลทั่วไป,2,4500,9000,เพื่อนแนะนำ,3.9,สำเร็จ
ENR00425,2024-01-09,Excel,Excel Basic,Onsite,องค์กร,1,3500,3500,องค์กรส่งมา,4.7,สำเร็จ
ENR00442,2025-10-06,Python,Python Data Analysis,Onsite,บุคคลทั่วไป,1,6900,6900,LINE OA,4.4,สำเร็จ
ENR00933,2025-06-04,SQL,SQL Fundamentals,Onsite,บุคคลทั่วไป,1,4900,4900,Facebook,4.2,สำเร็จ
ENR01478,2025-11-03,Python,Machine Learning,Onsite,องค์กร,10,8900,80100,องค์กรส่งมา,4.8,ไม่สำเร็จ
ENR00348,2025-01-02,SQL,SQL Fundamentals,Online Live,บุคคลทั่วไป,1,4900,4900,เพื่อนแนะนำ,4.3,สำเร็จ
ENR00604,2024-01-25,Python,Python for Beginner,Online Live,บุคคลทั่วไป,1,5900,5900,เพื่อนแนะนำ,4.6,สำเร็จ
ENR00286,2025-12-02,Python,Machine Learning,Onsite,องค์กร,1,8900,8900,Facebook,4.7,ไม่สำเร็จ
ENR00872,2025-04-07,SQL,SQL Fundamentals,Onsite,องค์กร,3,4900,14700,องค์กรส่งมา,5,สำเร็จ
ENR01407,2024-05-01,Power BI,DAX Formula,Online Live,องค์กร,5,5900,26550,องค์กรส่งมา,4.2,สำเร็จ
ENR00037,2024-08-05,Excel,Excel Advanced,Online Live,บุคคลทั่วไป,1,4500,4500,TikTok,4.1,สำเร็จ
ENR00048,2025-05-16,Power BI,DAX Formula,Onsite,บุคคลทั่วไป,2,5900,11800,TikTok,4.6,สำเร็จ
ENR00010,2025-04-05,Power BI,Power BI Desktop,Online Live,องค์กร,2,5500,11000,องค์กรส่งมา,4.0,ไม่สำเร็จ
ENR00130,2025-06-06,Excel,Excel Advanced,Online Live,องค์กร,3,4500,13500,Google Search,4.4,ไม่สำเร็จ
ENR00210,2025-11-23,Excel,Excel Dashboard,E-Learning,องค์กร,5,3920,17640,องค์กรส่งมา,4.8,สำเร็จ
ENR00950,2025-09-13,SQL,SQL Fundamentals,E-Learning,บุคคลทั่วไป,2,3920,7840,Google Search,4.8,สำเร็จ
ENR00840,2024-02-29,Excel,Excel Dashboard,Onsite,องค์กร,2,4900,9800,TikTok,5,สำเร็จ
ENR00384,2025-09-15,Python,Python for Beginner,Online Live,บุคคลทั่วไป,1,5900,5900,Google Search,4.2,สำเร็จ
ENR00667,2025-01-13,Power BI,Power BI Desktop,Onsite,บุคคลทั่วไป,3,5500,16500,Facebook,4.0,สำเร็จ
ENR00674,2024-11-07,Power BI,Power BI Desktop,E-Learning,บุคคลทั่วไป,1,4400,4400,LINE OA,3.6,สำเร็จ
ENR01352,2024-08-13,Python,Machine Learning,Online Live,บุคคลทั่วไป,1,8900,8900,Google Search,4.4,สำเร็จ
ENR00770,2025-07-07,AI Tools,AI Automation,Online Live,บุคคลทั่วไป,1,5900,5900,Google Search,4.6,สำเร็จ
ENR01470,2025-09-09,AI Tools,ChatGPT for Work,Onsite,บุคคลทั่วไป,3,3900,11700,LINE OA,4.0,สำเร็จ
ENR00843,2025-08-16,Power BI,Power BI Desktop,Online Live,องค์กร,1,5500,5500,องค์กรส่งมา,4.3,สำเร็จ
ENR01343,2024-08-12,AI Tools,AI Automation,Online Live,องค์กร,10,5900,53100,องค์กรส่งมา,5,สำเร็จ
ENR00015,2024-10-27,Python,Python Data Analysis,Onsite,บุคคลทั่วไป,3,6900,20700,TikTok,5.0,สำเร็จ
ENR00598,2025-07-25,Excel,Excel Dashboard,Online Live,องค์กร,1,4900,4900,องค์กรส่งมา,3.9,ไม่สำเร็จ
ENR01222,2025-05-07,Excel,Excel Dashboard,Onsite,บุคคลทั่วไป,1,4900,4900,Facebook,4.1,สำเร็จ
ENR01018,2024-09-07,Excel,Excel Dashboard,Onsite,องค์กร,10,4900,44100,Facebook,3.7,ไม่สำเร็จ
ENR01299,2025-10-04,Python,Python Data Analysis,Online Live,องค์กร,5,6900,31050,องค์กรส่งมา,4.8,สำเร็จ
ENR00134,2024-09-12,Excel,Excel Basic,Onsite,บุคคลทั่วไป,1,3500,3500,,4.4,สำเร็จ
ENR00979,2025-12-04,Python,Python Data Analysis,Online Live,บุคคลทั่วไป,2,6900,13800,เพื่อนแนะนำ,4.8,สำเร็จ
ENR00870,2025-05-30,Python,Python Data Analysis,Online Live,บุคคลทั่วไป,2,6900,13800,Google Search,4.7,สำเร็จ
ENR00325,2025-03-29,Office,Word Professional,Onsite,บุคคลทั่วไป,1,2900,2900,เพื่อนแนะนำ,3.9,สำเร็จ
ENR00909,2024-06-22,Excel,Excel Basic,Online Live,บุคคลทั่วไป,1,3500,3500,TikTok,4.3,สำเร็จ
ENR01178,2025-10-24,Power BI,Power BI Desktop,Online Live,บุคคลทั่วไป,1,5500,5500,TikTok,4.4,สำเร็จ
ENR01166,2024-12-04,Python,Python Data Analysis,E-Learning,องค์กร,1,5520,5520,TikTok,4.7,สำเร็จ
ENR01023,2025-07-25,Excel,Excel Dashboard,E-Learning,บุคคลทั่วไป,3,3920,11760,TikTok,4.7,สำเร็จ
ENR00722,2024-07-21,Excel,Excel Advanced,E-Learning,บุคคลทั่วไป,1,3600,3600,เพื่อนแนะนำ,4.6,สำเร็จ
ENR01205,2024-02-09,SQL,SQL for Data Analyst,Online Live,บุคคลทั่วไป,1,5500,5500,Google Search,4.6,สำเร็จ
ENR00764,2025-05-14,Power BI,DAX Formula,Online Live,องค์กร,2,5900,11800,เพื่อนแนะนำ,4.3,สำเร็จ
ENR01358,2025-11-14,Office,Word Professional,Online Live,องค์กร,5,2900,13050,TikTok,4.6,สำเร็จ
ENR00990,2024-08-06,SQL,SQL for Data Analyst,Onsite,องค์กร,1,5500,5500,เพื่อนแนะนำ,4.6,สำเร็จ
ENR01120,2025-08-26,Power BI,DAX Formula,E-Learning,บุคคลทั่วไป,1,4720,4720,TikTok,5,สำเร็จ
ENR00506,2025-12-20,Python,Machine Learning,E-Learning,บุคคลทั่วไป,1,7120,7120,LINE OA,4.3,สำเร็จ
ENR01462,2024-07-09,Python,Python Data Analysis,Onsite,องค์กร,5,6900,31050,องค์กรส่งมา,4.4,สำเร็จ
ENR01333,2025-04-17,Python,Python for Beginner,Onsite,องค์กร,1,5900,5900,องค์กรส่งมา,4.1,สำเร็จ
ENR01316,2025-04-09,Python,Python Data Analysis,Online Live,บุคคลทั่วไป,2,6900,13800,Facebook,4.2,สำเร็จ
ENR00903,2025-03-03,Power BI,Power BI Desktop,Onsite,บุคคลทั่วไป,1,5500,5500,LINE OA,4.8,สำเร็จ
ENR00332,2024-09-07,Excel,Excel Basic,Onsite,องค์กร,5,3500,15750,LINE OA,3.9,สำเร็จ
ENR00359,2024-10-12,Excel,Excel Basic,Onsite,บุคคลทั่วไป,1,3500,3500,TikTok,,สำเร็จ
ENR00926,2024-09-18,Excel,Excel Dashboard,Online Live,องค์กร,5,4900,22050,องค์กรส่งมา,4.6,สำเร็จ
ENR00692,2024-04-09,Python,Python Data Analysis,E-Learning,องค์กร,2,5520,11040,Facebook,4.3,สำเร็จ
ENR00833,2025-01-31,Excel,Excel Basic,Onsite,บุคคลทั่วไป,1,3500,3500,เพื่อนแนะนำ,4.6,สำเร็จ
ENR00362,2025-08-01,Power BI,Power BI Desktop,Online Live,องค์กร,5,5500,24750,องค์กรส่งมา,4.5,สำเร็จ
ENR00963,2025-12-01,Excel,Excel Advanced,Onsite,องค์กร,3,4500,13500,องค์กรส่งมา,3.9,สำเร็จ
ENR00073,2025-11-23,Excel,Excel Basic,Onsite,บุคคลทั่วไป,1,3500,3500,Facebook,3.7,ไม่สำเร็จ
ENR01006,2024-09-18,Excel,Excel Basic,Online Live,องค์กร,3,3500,10500,องค์กรส่งมา,3.6,สำเร็จ
ENR01137,2024-05-06,AI Tools,AI Automation,Onsite,บุคคลทั่วไป,1,5900,5900,LINE OA,4.3,สำเร็จ
ENR00908,2025-10-01,Excel,Excel Dashboard,Online Live,บุคคลทั่วไป,2,4900,9800,เพื่อนแนะนำ,4.9,สำเร็จ
ENR00294,2024-08-16,Excel,Excel Dashboard,Onsite,องค์กร,10,4900,44100,Facebook,4.4,สำเร็จ
ENR00369,2024-09-10,Python,Python Data Analysis,Onsite,บุคคลทั่วไป,1,6900,6900,LINE OA,4.2,สำเร็จ
ENR00532,2024-11-22,Office,Word Professional,Onsite,บุคคลทั่วไป,1,2900,2900,Google Search,4.5,สำเร็จ
ENR01380,2025-02-22,Python,Python for Beginner,Onsite,องค์กร,5,5900,26550,องค์กรส่งมา,4.2,สำเร็จ
ENR00373,2024-11-22,Excel,Excel Advanced,Onsite,บุคคลทั่วไป,1,4500,4500,LINE OA,4.2,ไม่สำเร็จ
ENR00643,2025-09-05,Python,Machine Learning,E-Learning,องค์กร,5,7120,32040,TikTok,4.2,สำเร็จ
ENR00633,2024-09-22,Excel,Excel Advanced,Onsite,องค์กร,1,4500,4500,เพื่อนแนะนำ,4.4,ไม่สำเร็จ
ENR01272,2025-11-02,SQL,SQL for Data Analyst,Online Live,บุคคลทั่วไป,3,5500,16500,LINE OA,4.0,ไม่สำเร็จ
ENR00351,2024-03-02,Python,Machine Learning,Onsite,องค์กร,5,8900,40050,เพื่อนแนะนำ,5.0,สำเร็จ
ENR00372,2025-09-22,Python,Python for Beginner,Onsite,บุคคลทั่วไป,1,5900,5900,Facebook,4.5,สำเร็จ
ENR00645,2024-08-13,Python,Machine Learning,Online Live,บุคคลทั่วไป,1,8900,8900,LINE OA,4.5,สำเร็จ
ENR00354,2025-03-17,Python,Python Data Analysis,Onsite,บุคคลทั่วไป,3,6900,20700,Google Search,4.1,ไม่สำเร็จ
ENR01307,2024-10-10,Power BI,Power BI Desktop,Onsite,องค์กร,2,5500,11000,องค์กรส่งมา,5,สำเร็จ
ENR00852,2025-09-05,Excel,Excel Dashboard,Onsite,บุคคลทั่วไป,1,4900,4900,TikTok,4.3,สำเร็จ
ENR01157,2025-11-20,Excel,Excel Dashboard,Onsite,บุคคลทั่วไป,2,4900,9800,เพื่อนแนะนำ,4.1,สำเร็จ
ENR00505,2025-08-08,AI Tools,AI Automation,Onsite,บุคคลทั่วไป,3,5900,17700,Google Search,4.8,สำเร็จ
ENR01109,2024-02-27,Power BI,DAX Formula,Online Live,บุคคลทั่วไป,1,5900,5900,Facebook,3.7,สำเร็จ
ENR00208,2024-02-04,Excel,Excel Dashboard,Online Live,องค์กร,10,4900,44100,องค์กรส่งมา,4.6,สำเร็จ
ENR00016,2024-10-19,Power BI,Power BI Desktop,Online Live,บุคคลทั่วไป,3,5500,16500,LINE OA,3.4,สำเร็จ
ENR00847,2025-06-09,AI Tools,ChatGPT for Work,Online Live,บุคคลทั่วไป,2,3900,7800,Google Search,4.0,สำเร็จ
ENR00355,2025-03-23,Excel,Excel Dashboard,Onsite,บุคคลทั่วไป,1,4900,4900,TikTok,4.9,สำเร็จ
ENR00741,2024-12-10,Excel,Excel Advanced,Online Live,บุคคลทั่วไป,3,4500,13500,Google Search,4.2,สำเร็จ
ENR01209,2024-08-08,SQL,SQL Fundamentals,E-Learning,องค์กร,1,3920,3920,เพื่อนแนะนำ,4.3,สำเร็จ
ENR00991,2025-11-22,SQL,SQL Fundamentals,Onsite,บุคคลทั่วไป,1,4900,4900,Facebook,4.6,สำเร็จ
ENR00508,2025-07-09,Office,Word Professional,Onsite,บุคคลทั่วไป,1,2900,2900,TikTok,3.9,สำเร็จ
ENR00975,2024-12-02,Excel,Excel Advanced,Onsite,บุคคลทั่วไป,1,4500,4500,TikTok,4.8,สำเร็จ
ENR00001,2024-03-06,SQL,SQL Fundamentals,Onsite,องค์กร,1,4900,4900,องค์กรส่งมา,4.8,สำเร็จ
ENR00618,2025-01-26,Excel,Excel Dashboard,Online Live,บุคคลทั่วไป,1,4900,4900,TikTok,4.0,สำเร็จ
ENR01168,2024-05-30,Excel,Excel Advanced,Online Live,บุคคลทั่วไป,1,4500,4500,Facebook,4.7,สำเร็จ
ENR01385,2024-05-20,Python,Python for Beginner,Onsite,บุคคลทั่วไป,1,5900,5900,Google Search,,สำเร็จ
ENR01001,2025-06-22,SQL,SQL for Data Analyst,Online Live,องค์กร,5,5500,24750,Facebook,4.5,สำเร็จ
ENR01340,2024-01-30,Python,Machine Learning,Onsite,บุคคลทั่วไป,1,8900,8900,Facebook,4.5,สำเร็จ
ENR00398,2025-04-11,Excel,Excel Basic,Online Live,บุคคลทั่วไป,1,3500,3500,Facebook,4.0,สำเร็จ
ENR00507,2024-08-13,Office,Word Professional,Onsite,องค์กร,5,2900,13050,องค์กรส่งมา,5,สำเร็จ
ENR01147,2025-09-12,Excel,Excel Advanced,Onsite,องค์กร,2,4500,9000,องค์กรส่งมา,4.6,สำเร็จ
ENR00224,2025-09-05,Excel,Excel Advanced,Onsite,บุคคลทั่วไป,2,4500,9000,LINE OA,4.1,สำเร็จ
ENR01229,2025-11-19,Power BI,Power BI Desktop,Onsite,องค์กร,10,5500,49500,องค์กรส่งมา,4.2,สำเร็จ
ENR01148,2024-01-17,Excel,Excel Basic,Onsite,บุคคลทั่วไป,1,3500,3500,เพื่อนแนะนำ,3.7,สำเร็จ
ENR01487,2025-12-24,Power BI,DAX Formula,Online Live,องค์กร,1,5900,5900,องค์กรส่งมา,4.7,สำเร็จ
ENR00930,2025-04-06,Office,PowerPoint Design,Onsite,องค์กร,5,3200,14400,LINE OA,4.5,สำเร็จ
ENR00233,2024-05-06,SQL,SQL Fundamentals,Onsite,องค์กร,5,4900,22050,องค์กรส่งมา,4.4,ไม่สำเร็จ
ENR00639,2025-03-01,AI Tools,ChatGPT for Work,Online Live,บุคคลทั่วไป,3,3900,11700,Facebook,4.2,สำเร็จ
